episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
41900,173.46,-0.5,-1.0,-1,1,0
42000,173.5,-0.48,-1.0,-1,1,0
42100,173.45,-0.34,-1.0,-1,1,0
42200,173.41,-0.52,-1.0,-1,1,0
42300,173.44,-0.48,-1.0,-1,1,0
42400,173.42,-0.42,-1.0,-1,1,0
42500,173.44,-0.4,-1.0,-1,1,0
42600,173.44,-0.28,-1.0,-1,1,0
42700,173.4,-0.36,-1.0,-1,1,0
42800,173.42,-0.46,-1.0,-1,1,0
42900,173.39,-0.32,-1.0,-1,1,0
43000,173.42,-0.6,-1.0,-1,1,0
43100,173.41,-0.54,-1.0,-1,1,0
43200,173.41,-0.3,-1.0,-1,1,0
43300,173.44,-0.42,-1.0,-1,1,0
43400,173.42,-0.64,-1.0,-1,1,0
43500,173.41,-0.54,-1.0,-1,1,0
43600,173.42,-0.68,-1.0,-1,1,0
43700,173.44,-0.38,-1.0,-1,1,0
43800,173.46,-0.48,-1.0,-1,1,0
43900,173.46,-0.5,-1.0,-1,1,0
44000,173.46,-0.5,-1.0,-1,1,0
44100,173.44,-0.44,-1.0,-1,1,0
44200,173.44,-0.56,-1.0,-1,1,0
44300,173.48,-0.62,-1.0,-1,1,0
44400,173.47,-0.6,-1.0,-1,1,0
44500,173.45,-0.46,-1.0,-1,1,0
44600,173.45,-0.38,-1.0,-1,1,0
44700,173.46,-0.52,-1.0,-1,1,0
44800,173.44,-0.38,-1.0,-1,1,0
44900,173.41,-0.48,-1.0,-1,1,0
45000,173.43,-0.54,-1.0,-1,1,0
45100,173.48,-0.48,-1.0,-1,1,0
45200,173.51,-0.38,-1.0,-1,1,0
45300,173.49,-0.36,-1.0,-1,1,0
45400,173.5,-0.44,-1.0,-1,1,0
45500,173.49,-0.52,-1.0,-1,1,0
45600,173.51,-0.4,-1.0,-1,1,0
45700,173.56,-0.4,-1.0,-1,1,0
45800,173.59,-0.58,-1.0,-1,1,0
45900,173.6,-0.56,-1.0,-1,1,0
46000,173.62,-0.64,-1.0,-1,1,0
46100,173.63,-0.38,-1.0,-1,1,0
46200,173.61,-0.5,-1.0,-1,1,0
46300,173.63,-0.52,-1.0,-1,1,0
46400,173.61,-0.54,-1.0,-1,1,0
46500,173.6,-0.32,-1.0,-1,1,0
46600,173.58,-0.38,-1.0,-1,1,0
46700,173.59,-0.62,-1.0,-1,1,0
46800,173.59,-0.46,-1.0,-1,1,0
46900,173.59,-0.42,-1.0,-1,1,0
47000,173.61,-0.52,-1.0,-1,1,0
47100,173.58,-0.58,-1.0,-1,1,0
47200,173.56,-0.36,-1.0,-1,1,0
47300,173.54,-0.5,-1.0,-1,1,0
47400,173.55,-0.48,-1.0,-1,1,0
47500,173.56,-0.28,-1.0,-1,1,0
47600,173.57,-0.56,-1.0,-1,1,0
47700,173.6,-0.54,-1.0,-1,1,0
47800,173.6,-0.38,-1.0,-1,1,0
47900,173.6,-0.5,-1.0,-1,1,0
48000,173.6,-0.5,-1.0,-1,1,0
48100,173.62,-0.56,-1.0,-1,1,0
48200,173.61,-0.38,-1.0,-1,1,0
48300,173.62,-0.32,-1.0,-1,1,0
48400,173.59,-0.58,-1.0,-1,1,0
48500,173.58,-0.46,-1.0,-1,1,0
48600,173.56,-0.3,-1.0,-1,1,0
48700,173.57,-0.54,-1.0,-1,1,0
48800,173.58,-0.38,-1.0,-1,1,0
48900,173.58,-0.3,-1.0,-1,1,0
49000,173.58,-0.5,-1.0,-1,1,0
49100,173.57,-0.44,-1.0,-1,1,0
49200,173.56,-0.34,-1.0,-1,1,0
49300,173.58,-0.56,-1.0,-1,1,0
49400,173.58,-0.5,-1.0,-1,1,0
49500,173.6,-0.4,-1.0,-1,1,0
49600,173.59,-0.4,-1.0,-1,1,0
49700,173.62,-0.34,-1.0,-1,1,0
49800,173.59,-0.44,-1.0,-1,1,0
49900,173.58,-0.44,-1.0,-1,1,0
50000,173.59,-0.46,-1.0,-1,1,0
50100,173.59,-0.54,-1.0,-1,1,0
50200,173.57,-0.32,-1.0,-1,1,0
50300,173.58,-0.54,-1.0,-1,1,0
50400,173.6,-0.44,-1.0,-1,1,0
50500,173.6,-0.38,-1.0,-1,1,0
50600,173.66,-0.52,-1.0,-1,1,0
50700,173.65,-0.56,-1.0,-1,1,0
50800,173.65,-0.42,-1.0,-1,1,0
50900,173.66,-0.34,-1.0,-1,1,0
51000,173.61,-0.44,-1.0,-1,1,0
51100,173.62,-0.44,-1.0,-1,1,0
51200,173.64,-0.58,-1.0,-1,1,0
51300,173.65,-0.48,-1.0,-1,1,0
51400,173.62,-0.5,-1.0,-1,1,0
51500,173.6,-0.58,-1.0,-1,1,0
51600,173.59,-0.44,-1.0,-1,1,0
51700,173.57,-0.52,-1.0,-1,1,0
51800,173.54,-0.36,-1.0,-1,1,0
51900,173.55,-0.4,-1.0,-1,1,0
52000,173.54,-0.4,-1.0,-1,1,0
52100,173.52,-0.56,-1.0,-1,1,0
52200,173.55,-0.44,-1.0,-1,1,0
52300,173.55,-0.46,-1.0,-1,1,0
52400,173.55,-0.44,-1.0,-1,1,0
52500,173.55,-0.5,-1.0,-1,1,0
52600,173.53,-0.56,-1.0,-1,1,0
52700,173.53,-0.42,-1.0,-1,1,0
52800,173.5,-0.48,-1.0,-1,1,0
52900,173.48,-0.54,-1.0,-1,1,0
53000,173.49,-0.58,-1.0,-1,1,0
53100,173.49,-0.58,-1.0,-1,1,0
53200,173.48,-0.38,-1.0,-1,1,0
53300,173.48,-0.32,-1.0,-1,1,0
53400,173.5,-0.38,-1.0,-1,1,0
53500,173.49,-0.5,-1.0,-1,1,0
53600,173.51,-0.4,-1.0,-1,1,0
